Machine,Sub_Machine,.,Task_Description,Task_Code,Estimated_mins,Crew,Period_freq,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52
Roller Head Mechanical,سير الماستر,27,تغيير كتاين رولات سير الماستر,490,60,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
Roller Head Mechanical,بقية الخط,28,معالجة أى تسريب مياه من روتارى جوينت الكولنج درام,360,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,29,تنظيف رولات وسير السنترة السفلى,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,30,ضبط حركة سير السنترة السفلى,300,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,31,تنظيف رولات وسير السنترة العلوى,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,32,ضبط حركة سير السنترة العلوى,300,30,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,33,تنظيف رولات وسير الاندر- لينر,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,34,ضبط حركة سير الاندر- لينر,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,35,تنظيف رولات وسير اللينر,340,45,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,36,ضبط حركة سير اللينر,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,37,تنظيف رولات وسير Over - path اللينر,340,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,38,ضبط حركة سير Over - path اللينر,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,39,تنظيف رولات وسير الاندر- لينر Let-off1,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,40,ضبط حركة سير الاندر- لينر Let-off1,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,41,تنظيف رولات وسير الاندر- لينر Let-off2,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,42,ضبط حركة سير الاندر- لينر Let-off2,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,43,التأكد من عمل بساتم Let-off1 بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,44,التأكد من عمل بساتم Let-off2 بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,45,التأكد من عمل اسكرو حمل البوبينة Let-off1 بكفاءة,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,46,التأكد من عمل اسكرو حمل البوبينة Let-off2 بكفاءة,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,47,ضبط قطع سكينة الوايند-أب,380,45,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,48,تغيير سكينتى الوايند-أب (الروتارى و الكونتر),390,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
Roller Head Mechanical,بقية الخط,49,تنظيف رولات وسير اللينر Wind-up1,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,50,ضبط حركة سير اللينر Wind-up1,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,51,تنظيف رولات وسير اللينر Wind-up2,340,60,1,8,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,52,ضبط حركة سير الاندر- لينر Wind-up2,300,60,2,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,53,التأكد من عمل بساتم Wind-up1 بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,54,التأكد من عمل بساتم Wind-up2 بكفاءة,420,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,55,التأكد من عمل اسكرو حمل البوبينة Let-off1 بكفاءة,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,56,التأكد من عمل اسكرو حمل البوبينة Let-off2 بكفاءة,500,60,1,13,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,x,,,
Roller Head Mechanical,بقية الخط,57,تغيير اسكرو حمل البوبينة Let-off1,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
Roller Head Mechanical,بقية الخط,58,تغيير اسكرو حمل البوبينة Let-off2,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
Roller Head Mechanical,بقية الخط,59,تغيير اسكرو حمل البوبينة Wind-up1,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
Roller Head Mechanical,بقية الخط,60,تغيير اسكرو حمل البوبينة Wind-up2,510,120,2,26,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,
